eco_id,eco_abertura,eco_nome_reduzido,origem
859,Indian-Game-East-Indian-Przepiorka-Variation...5.O-O-d6-6.a4-a5-7.Nc3,Indian Game East Indian Przepiorka Variation...,chess.com
860,Colle-System-Rubinstein-Classical-Defense-8.Nbd2,Colle System Rubinstein Classical Defense,chess.com
861,Queens-Gambit-Declined-Modern-Knight-Defense...6.cxd5-exd5-7.e3-Be7-8.Bd3,Queens Gambit Declined Modern Knight Defense...,chess.com
862,Queens-Gambit-Accepted-Classical-Rubinstein-Variation-7...Nc6-8.Nc3-Be7,Queens Gambit Accepted Classical Rubinstein Variation,chess.com
863,Reti-Opening-Dutch-Variation-2.d3-d6-3.e4-e5,Reti Opening Dutch Variation,chess.com
864,Indian-Game-East-Indian-Anti-Nimzo-Indian-Variation-3...c5-4.d5-d6,Indian Game East Indian Anti Nimzo Indian Variation,chess.com
865,Queens-Gambit-Declined-Charousek-Variation...7.Bxd6-Qxd6-8.Bd3-Ne7,Queens Gambit Declined Charousek Variation...,chess.com
866,Queens-Gambit-Declined-3.Nf3-a6-4.e3,Queens Gambit Declined,chess.com
867,Sicilian-Defense-French-Variation...4.g3-g6-5.Bg2-Bg7-6.O-O,Sicilian Defense French Variation...,chess.com
868,English-Opening-Mikenas-Carls-Sicilian-Variation-4.g3,English Opening Mikenas Carls Sicilian Variation,chess.com
869,Nimzo-Indian-Defense-Bishop-Attack-Classical-Defense-6.a3-Be7,Nimzo Indian Defense Bishop Attack Classical Defense,chess.com
870,French-Defense-Winawer-Advance-Retreat-Variation-6.Bd2,French Defense Winawer Advance Retreat Variation,chess.com
871,Reti-Opening-Pirc-Invitation-2.c4-e5,Reti Opening Pirc Invitation,chess.com
872,Queens-Gambit-Declined-Charousek-Variation...6.e3-O-O-7.Bd3-c6,Queens Gambit Declined Charousek Variation...,chess.com
873,Indian-Game-Tartakower-Defense-3.Nc3-Bf5,Indian Game Tartakower Defense,chess.com
874,Queens-Gambit-Declined-Exchange-Positional-Line-Reshevsky-Variation...11.Bf4-Bd6-12.Bxd6-Qxd6,Queens Gambit Declined Exchange Positional Line Reshevsky Variation...,chess.com
875,Caro-Kann-Defense-Tartakower-Variation,Caro Kann Defense Tartakower Variation,chess.com
876,Budapest-Gambit-3.dxe5-Ng4,Budapest Gambit,chess.com
877,Queens-Gambit-Declined-Three-Knights-Harrwitz-Attack-5...O-O-6.a3-b6,Queens Gambit Declined Three Knights Harrwitz Attack,chess.com
878,Italian-Game-Knight-Attack-Polerio-Bishop-Check-Bogoljubov-Colman-Variation-9.Bd3,Italian Game Knight Attack Polerio Bishop Check Bogoljubov Colman Variation,chess.com
879,Trompowsky-Attack-Classical-Big-Center-Variation...6.Bd3-g6-7.Ne2-Bg7-8.O-O,Trompowsky Attack Classical Big Center Variation...,chess.com
880,Giuoco-Piano-Game...6.d3-a6-7.Bb3-Ba7-8.Be3,Giuoco Piano Game...,chess.com
881,Vienna-Game-Max-Lange-Defense-3.Bc4-Bc5,Vienna Game Max Lange Defense,chess.com
882,Nimzo-Indian-Defense-Kmoch-Variation...5.a3-Bxc3-6.bxc3-c6,Nimzo Indian Defense Kmoch Variation...,chess.com
883,Queens-Pawn-Opening-Pseudo-Catalan-Variation-3...c5-4.Bg2-cxd4-5.O-O,Queens Pawn Opening Pseudo Catalan Variation,chess.com
884,French-Defense-Normal-Variation-2...d5-3.Nc3-Be7-4.Bd3,French Defense Normal Variation,chess.com
885,Ruy-Lopez-Opening-Morphy-Defense-Modern-Steinitz-Defense...7.O-O-Bg7-8.Re1-Nf6,Ruy Lopez Opening Morphy Defense Modern Steinitz Defense...,chess.com
886,Caro-Kann-Defense-Panov-Attack-4...Nf6-5.Nf3-Nc6-6.Nc3,Caro Kann Defense Panov Attack,chess.com
887,Italian-Game...6.Nc3-Be7-7.O-O-O-O-8.h3,Italian Game...,chess.com
888,Kings-Indian-Defense...7.Nc3-e6-8.O-O-exd5-9.cxd5,Kings Indian Defense...,chess.com
889,Kings-Indian-Defense-Averbakh-Benoni-Advance-Variation...9.Qd2-exd5-10.exd5-Kh7-11.h3,Kings Indian Defense Averbakh Benoni Advance Variation...,chess.com
890,Ruy-Lopez-Opening-Morphy-Defense-Keres-Chigorin-Defense-12.d5-Bd7-13.b3,Ruy Lopez Opening Morphy Defense Keres Chigorin Defense,chess.com
891,Kings-Indian-Defense-Semi-Averbakh-System...8.d5-Ng4-9.Bg5-f6,Kings Indian Defense Semi Averbakh System...,chess.com
892,Anderssen-Opening-1...g6,Anderssen Opening,chess.com
893,Ruy-Lopez-Opening-Morphy-Defense-Anderssen-Variation...6.Bb3-Bc5-7.c3-d6,Ruy Lopez Opening Morphy Defense Anderssen Variation...,chess.com
894,Semi-Slav-Defense-Main-Line-Semi-Meran-Variation...8.Bd3-Bb7-9.O-O-a6-10.e4,Semi Slav Defense Main Line Semi Meran Variation...,chess.com
895,French-Defense-Classical-Steinitz-Variation...5.Nce2-c5-6.c3-Nc6-7.Nf3,French Defense Classical Steinitz Variation...,chess.com
896,French-Defense-Winawer-Positional-Variation-7...Nbc6-8.Bd3-Qa5,French Defense Winawer Positional Variation,chess.com
897,Nimzo-Indian-Defense-Romanishin-Kasparov-System...5.Bg2-d5-6.Nf3-dxc4-7.O-O,Nimzo Indian Defense Romanishin Kasparov System...,chess.com
898,Sicilian-Defense-Canal-Attack-3...Nd7-4.a4-Nf6-5.Nc3,Sicilian Defense Canal Attack,chess.com
899,English-Opening-Great-Snake-Variation...5.e4-Nc6-6.Nge2-Nge7-7.d3,English Opening Great Snake Variation...,chess.com
900,Ruy-Lopez-Opening-Morphy-Defense-Anderssen-Variation-5...d6-6.c3-Bd7,Ruy Lopez Opening Morphy Defense Anderssen Variation,chess.com
901,Queens-Gambit-Declined-Exchange-Positional-Line...6.e3-Be7-7.Bd3-O-O-8.Nge2,Queens Gambit Declined Exchange Positional Line...,chess.com
902,London-System-3...c5-4.e3-Nc6-5.Nbd2,London System,chess.com
903,Kings-Indian-Attack...3.Bg2-Bg4-4.h3-Bh5,Kings Indian Attack...,chess.com
904,Four-Knights-Game-Scotch-Variation-Accepted-5.Nxd4-Bb4-6.Nxc6-bxc6,Four Knights Game Scotch Variation Accepted,chess.com
905,English-Opening-Anglo-Indian-Queens-Knight-Variation...6.e4-d6-7.Nge2-e5-8.O-O,English Opening Anglo Indian Queens Knight Variation...,chess.com
906,Queens-Gambit-Declined-Exchange-Variation-4...exd5-5.Bf4,Queens Gambit Declined Exchange Variation,chess.com
907,Queens-Pawn-Opening-Chigorin-Variation...4.e3-cxd4-5.exd4-a6,Queens Pawn Opening Chigorin Variation...,chess.com
908,Caro-Kann-Defense-Two-Knights-Attack-3...g6,Caro Kann Defense Two Knights Attack,chess.com
909,Reti-Opening-Kings-Indian-Attack-Symmetrical-Defense...4.O-O-O-O-5.d3-d5-6.Nbd2,Reti Opening Kings Indian Attack Symmetrical Defense...,chess.com
910,Four-Knights-Game-Double-Spanish-Variation...6.d3-Bxc3-7.bxc3-d6,Four Knights Game Double Spanish Variation...,chess.com
911,Indian-Game-Yusupov-Rubinstein-System-3...c5-4.c3-b6-5.Bd3,Indian Game Yusupov Rubinstein System,chess.com
912,Nimzo-Indian-Defense-Classical-Variation-4...O-O-5.a3-Bxc3,Nimzo Indian Defense Classical Variation,chess.com
913,Grunfeld-Defense-Burille-Opocensky-Variation...7.dxc5-Na6-8.cxd5-Nxc5-9.Bc4,Grunfeld Defense Burille Opocensky Variation...,chess.com
914,French-Defense-Exchange-Variation...8.Re1-Qd7-9.Nbd2-O-O-O-10.b4,French Defense Exchange Variation...,chess.com
915,Four-Knights-Game-Double-Spanish-Variation,Four Knights Game Double Spanish Variation,chess.com
916,Sicilian-Defense-Anti-Qxd4-Move-Order-4.Nc3-cxd4-5.Qxd4-a6,Sicilian Defense Anti Qxd4 Move Order,chess.com
917,Old-Indian-Defense-Ukrainian-Two-Knights-Variation...5.e4-Be7-6.Be2-O-O-7.O-O,Old Indian Defense Ukrainian Two Knights Variation...,chess.com
918,Kings-Indian-Defense-Standard-Development-5...O-O-6.h4,Kings Indian Defense Standard Development,chess.com
919,Ruy-Lopez-Opening-Morphy-Defense-Deferred-Schliemann-Defense,Ruy Lopez Opening Morphy Defense Deferred Schliemann Defense,chess.com
920,Indian-Game-Knights-Variation...4.Bg2-Be7-5.O-O-O-O-6.b3,Indian Game Knights Variation...,chess.com
921,Sicilian-Defense-OKelly-Venice-System...4.d4-d5-5.e5-Bd7,Sicilian Defense OKelly Venice System...,chess.com
922,Indian-Game-East-Indian-Przepiorka-Variation...5.O-O-d6-6.b3-c5-7.Bb2,Indian Game East Indian Przepiorka Variation...,chess.com
923,English-Opening-Symmetrical-Two-Knights-Variation...5.d4-Bg4-6.Be2-Bg7,English Opening Symmetrical Two Knights Variation...,chess.com
924,Sicilian-Defense...6.Bb3-Be7-7.O-O-O-O-8.Re1,Sicilian Defense...,chess.com
925,French-Defense-Exchange-Variation...5.c4-Nf6-6.Nc3-O-O,French Defense Exchange Variation...,chess.com
926,Kings-Indian-Defense-Normal-Variation...6.h3-c5-7.d5-e6-8.Be2,Kings Indian Defense Normal Variation...,chess.com
927,Sicilian-Defense-Open-Classical-Richter-Rauzer-Variation...9.f3-b5-10.Nxc6-Bxc6,Sicilian Defense Open Classical Richter Rauzer Variation...,chess.com
928,Kings-Indian-Defense-Four-Pawns-Dynamic-Line-7...a6,Kings Indian Defense Four Pawns Dynamic Line,chess.com
929,Trompowsky-Attack-2...g6-3.Nd2,Trompowsky Attack,chess.com
930,Queens-Gambit-Declined-Exchange-Positional-Line...8.Nge2-Re8-9.O-O-c6,Queens Gambit Declined Exchange Positional Line...,chess.com
931,Ruy-Lopez-Opening-Berlin-lHermet-Berlin-Wall-Defense-9.h3-Ke8-10.Nc3,Ruy Lopez Opening Berlin lHermet Berlin Wall Defense,chess.com
932,Queens-Gambit-Declined-Exchange-Positional-Line...7.Bd3-Nbd7-8.Nge2-O-O,Queens Gambit Declined Exchange Positional Line...,chess.com
933,Queens-Pawn-Opening-Symmetrical-Variation,Queens Pawn Opening Symmetrical Variation,chess.com
934,Bishops-Opening-Berlin-Vienna-Hybrid-Hromadka-Variation,Bishops Opening Berlin Vienna Hybrid Hromadka Variation,chess.com
935,Queens-Indian-Defense-Fianchetto-Nimzowitsch-Variation-Quiet-Check-Variation-Intermezzo-Line...9.Bg2-O-O-10.O-O-Bb7-11.Bc1,Queens Indian Defense Fianchetto Nimzowitsch Variation Quiet Check Variation Intermezzo Line...,chess.com
936,English-Opening-Neo-Catalan-Defense-Declined...7.Bb2-Bb7-8.cxd5-exd5,English Opening Neo Catalan Defense Declined...,chess.com
937,Queens-Pawn-Opening-Krause-Variation-3.e3-Nf6-4.c3-Nbd7,Queens Pawn Opening Krause Variation,chess.com
938,Sicilian-Defense-Open-Najdorf-Variation-6.Bg5-e6,Sicilian Defense Open Najdorf Variation,chess.com
939,Nimzowitsch-Larsen-Attack,Nimzowitsch Larsen Attack,chess.com
940,French-Defense-Advance-Variation-3...c5-4.c3-Ne7,French Defense Advance Variation,chess.com
941,English-Opening-Symmetrical-Hedgehog-Defense...9.b3-O-O-10.Bb2-a6,English Opening Symmetrical Hedgehog Defense...,chess.com
942,Pirc-Defense-Main-Line-4.Nge2,Pirc Defense Main Line,chess.com
943,Sicilian-Defense-Katalimov-Variation-3.d4-cxd4-4.Nxd4-Bb7-5.Nc3,Sicilian Defense Katalimov Variation,chess.com
944,Vienna-Game-Anderssen-Defense-3.Nf3-d6,Vienna Game Anderssen Defense,chess.com
945,Queens-Indian-Defense-Kasparov-Variation-Petrosian-Variation-Murey-Variation-8...Nxc3-9.bxc3-Nd7-10.Bf4,Queens Indian Defense Kasparov Variation Petrosian Variation Murey Variation,chess.com
946,English-Opening-Fianchetto-Ultra-Symmetrical-Line-5.b3,English Opening Fianchetto Ultra Symmetrical Line,chess.com
947,Nimzo-Indian-Defense-Gligoric-Bronstein-Variation,Nimzo Indian Defense Gligoric Bronstein Variation,chess.com
948,Benoni-Defense-Weenink-Variation,Benoni Defense Weenink Variation,chess.com
949,Kings-Indian-Defense-Petrosian-Variation-Stein-Defense-8.Bg5-Na6,Kings Indian Defense Petrosian Variation Stein Defense,chess.com
950,Vienna-Game-Max-Lange-Paulsen-Variation-3...Bc5-4.Bg2-d6,Vienna Game Max Lange Paulsen Variation,chess.com
951,Kings-Indian-Defense-Averbakh-Benoni-Advance-Main-Line-8.Qd2-exd5-9.exd5-Re8-10.Nf3,Kings Indian Defense Averbakh Benoni Advance Main Line,chess.com
952,Giuoco-Piano-Game-Giuoco-Pianissimo-Italian-Four-Knights-Variation-5...O-O,Giuoco Piano Game Giuoco Pianissimo Italian Four Knights Variation,chess.com
953,Sicilian-Defense-Open-Najdorf-Variation-6.Bd3,Sicilian Defense Open Najdorf Variation,chess.com
954,Kings-Indian-Defense-Petrosian-Variation-Stein-Defense-8.Bg5-Na6-9.Nd2,Kings Indian Defense Petrosian Variation Stein Defense,chess.com
955,Sicilian-Defense...5.c3-g6-6.O-O-Bg7,Sicilian Defense...,chess.com
956,Four-Knights-Game-4.Be2,Four Knights Game,chess.com
957,Alapin-Sicilian-Defense...4.exd5-exd5-5.d4-Nf6-6.Bb5,Alapin Sicilian Defense...,chess.com
958,Queens-Gambit-Declined-3.Nf3-a6,Queens Gambit Declined,chess.com
959,Ruy-Lopez-Opening-Morphy-Defense-Exchange-Variation-4...dxc6-5.d3,Ruy Lopez Opening Morphy Defense Exchange Variation,chess.com
960,Sicilian-Defense-Kan-Variation,Sicilian Defense Kan Variation,chess.com
961,Queens-Pawn-Opening,Queens Pawn Opening,chess.com
962,Queens-Gambit-Declined-Semi-Tarrasch-Main-Line-5...cxd4-6.Qxd4-exd5,Queens Gambit Declined Semi Tarrasch Main Line,chess.com
963,Sicilian-Defense-Open-Najdorf-Variation...9.f4-e5-10.fxe5-dxe5-11.O-O-O,Sicilian Defense Open Najdorf Variation...,chess.com
964,Queens-Gambit-Declined-Semi-Tarrasch-Main-Line-5...cxd4-6.Qa4,Queens Gambit Declined Semi Tarrasch Main Line,chess.com
965,Torre-Attack-Classical-Defense-Nimzowitsch-Variation...5.Nbd2-g5-6.Bg3-Nh5,Torre Attack Classical Defense Nimzowitsch Variation...,chess.com
966,Dutch-Defense-Classical-Rubinstein-Variation-3...Nf6-4.e3-Bb4-5.Bd3,Dutch Defense Classical Rubinstein Variation,chess.com
967,Nimzo-Indian-Defense-Three-Knights-Duchamp-Variation...8.bxc3-d6-9.Bd3-Nbd7,Nimzo Indian Defense Three Knights Duchamp Variation...,chess.com
968,Kings-Indian-Defense-Orthodox-Aronin-Taimanov-Defense-8.Be3-Ng4-9.Bg5-f6-10.Bc1,Kings Indian Defense Orthodox Aronin Taimanov Defense,chess.com
969,Nimzo-Indian-Defense-St-Petersburg-Fischer-Variation...6.a3-Bxc3-7.Nxc3-O-O-8.Bd3,Nimzo Indian Defense St Petersburg Fischer Variation...,chess.com
970,Kings-Indian-Defense-Normal-Variation...8.Bd3-exd5-9.exd5-Re8-10.Be3,Kings Indian Defense Normal Variation...,chess.com
971,Ruy-Lopez-Opening-Morphy-Defense-Wormald-Attack-5...d6-6.c3,Ruy Lopez Opening Morphy Defense Wormald Attack,chess.com
972,Tarrasch-Defense-4.cxd5-exd5,Tarrasch Defense,chess.com
973,Sicilian-Defense-Open-Najdorf-Variation-6.Bg5-e6-7.f4-Be7,Sicilian Defense Open Najdorf Variation,chess.com
974,Tarrasch-Defense-Two-Knights-Variation...7.Na4-Bxc5-8.Nxc5-Qa5,Tarrasch Defense Two Knights Variation...,chess.com
975,Indian-Game-East-Indian-London-System...9.Nbd2-Bb7-10.a4-a6-11.Bh2,Indian Game East Indian London System...,chess.com
976,French-Defense-Advance-Paulsen-Euwe-Variation-6.Be2-Nge7-7.O-O-Nf5,French Defense Advance Paulsen Euwe Variation,chess.com
977,Ruy-Lopez-Opening-Morphy-Defense-Bayreuth-Variation-5...dxc6-6.d3-Nd7-7.Nbd2,Ruy Lopez Opening Morphy Defense Bayreuth Variation,chess.com
978,English-Opening-Kings-English-Drill-Variation,English Opening Kings English Drill Variation,chess.com
979,Queens-Gambit-Declined-Semi-Tarrasch-Main-Line-Pillsbury-Variation-6...Nc6-7.Bc4,Queens Gambit Declined Semi Tarrasch Main Line Pillsbury Variation,chess.com
980,English-Opening-Agincourt-Defense-2.Nf3-d5-3.e3-Nf6-4.b3,English Opening Agincourt Defense,chess.com
981,Ruy-Lopez-Opening-Morphy-Defense-Closed-Martinez-Variation...7.Bb3-d6-8.a4-b4-9.Nbd2,Ruy Lopez Opening Morphy Defense Closed Martinez Variation...,chess.com
982,Sicilian-Defense-Tartakower-Variation,Sicilian Defense Tartakower Variation,chess.com
983,Nimzowitsch-Larsen-Attack-Modern-Variation...4.e3-d5-5.cxd5-Nxd5-6.a3,Nimzowitsch Larsen Attack Modern Variation...,chess.com
984,Kings-Indian-Defense-Samisch-Double-Fianchetto-Variation-7.Bd3,Kings Indian Defense Samisch Double Fianchetto Variation,chess.com
985,Indian-Game-Spielmann-Indian-Variation-3.d5-e6-4.Nc3-d6-5.e4,Indian Game Spielmann Indian Variation,chess.com
986,Scotch-Game-Goring-Gambit-4...dxc3-5.Nxc3,Scotch Game Goring Gambit,chess.com
987,Benoni-Defense-Czech-Variation-4.Nc3-d6-5.e4-Be7-6.Be2,Benoni Defense Czech Variation,chess.com
988,Kings-Indian-Defense-Kramer-Variation-5...O-O-6.Ng3,Kings Indian Defense Kramer Variation,chess.com
989,Scotch-Game-Classical-Potter-Variation-5...Bb6-6.Qe2,Scotch Game Classical Potter Variation,chess.com
990,Sicilian-Defense-Open-Accelerated-Dragon-Modern-Variation-5...Bg7,Sicilian Defense Open Accelerated Dragon Modern Variation,chess.com
991,Sicilian-Defense-Open-Najdorf-English-Attack-6...e5-7.Nf3-Qc7,Sicilian Defense Open Najdorf English Attack,chess.com
992,Kings-Indian-Defense-Normal-Smyslov-Variation-5...h6,Kings Indian Defense Normal Smyslov Variation,chess.com
993,Alapin-Sicilian-Defense...3.Nf3-d5-4.e5-Nc6,Alapin Sicilian Defense...,chess.com
994,Petrovs-Defense-3.d3-Nc6-4.g3,Petrovs Defense,chess.com
995,Ruy-Lopez-Opening-Berlin-Defense...5.Bxc6-dxc6-6.Nbd2-Nd7,Ruy Lopez Opening Berlin Defense...,chess.com
996,Philidor-Defense-Hanham-Krause-Steiner-Variation...7.Ng5-Bxg5-8.Qh5-Qe7,Philidor Defense Hanham Krause Steiner Variation...,chess.com
997,Queens-Gambit-Declined-Exchange-Positional-Line-5...Be7-6.e3-h6-7.Bh4,Queens Gambit Declined Exchange Positional Line,chess.com
998,Sicilian-Defense-Canal-Attack-3...Nd7-4.O-O-a6-5.Bd3,Sicilian Defense Canal Attack,chess.com
999,Ruy-Lopez-Opening-Morphy-Defense-Closed...8.h3-Bb7-9.d3-d6,Ruy Lopez Opening Morphy Defense Closed...,chess.com
1000,Sicilian-Defense-Open-Najdorf-Variation-6.Nb3,Sicilian Defense Open Najdorf Variation,chess.com
1001,Sicilian-Defense-Nyezhmetdinov-Rossolimo-Attack-3...Nf6-4.Bxc6-dxc6-5.d3,Sicilian Defense Nyezhmetdinov Rossolimo Attack,chess.com
1002,Ruy-Lopez-Opening-Morphy-Defense-Closed-Center-Attack...7.e5-Ne4-8.Nxd4-O-O-9.Nf5,Ruy Lopez Opening Morphy Defense Closed Center Attack...,chess.com
1003,Sicilian-Defense-Open-Accelerated-Dragon-Modern-Variation-5...Bg7-6.Be3-Nf6-7.Nb3,Sicilian Defense Open Accelerated Dragon Modern Variation,chess.com
1004,Ruy-Lopez-Opening-Morphy-Defense-Delayed-Exchange-Variation-6...dxc6-7.Nc3-Nd7-8.d4,Ruy Lopez Opening Morphy Defense Delayed Exchange Variation,chess.com
1005,Ruy-Lopez-Opening-Morphy-Defense-Modern-Steinitz-Defense-5.O-O-Bd7-6.c4,Ruy Lopez Opening Morphy Defense Modern Steinitz Defense,chess.com
1006,Nimzo-Indian-Defense-Classical-Variation-4...d6-5.a3-Bxc3,Nimzo Indian Defense Classical Variation,chess.com
1007,Italian-Game-Two-Knights-Modern-Bishops-Opening-4...Be7,Italian Game Two Knights Modern Bishops Opening,chess.com
1008,Alapin-Sicilian-Defense...5.d4-cxd4-6.cxd4-d6,Alapin Sicilian Defense...,chess.com
1009,Italian-Game-Two-Knights-Modern-Bishops-Opening...6.Re1-d6-7.a4-Be6,Italian Game Two Knights Modern Bishops Opening...,chess.com
1010,Old-Indian-Defense-Ukrainian-Variation-4.dxe5-dxe5-5.Qxd8-Kxd8-6.Nf3,Old Indian Defense Ukrainian Variation,chess.com
1011,Italian-Game-Two-Knights-Modern-Bishops-Opening-4...Be7-5.O-O-d6-6.a4,Italian Game Two Knights Modern Bishops Opening,chess.com
1012,Indian-Game-Black-Knights-Tango-3.Nf3-d6,Indian Game Black Knights Tango,chess.com
1013,French-Defense-Advance-Paulsen-Attack-5...Nge7,French Defense Advance Paulsen Attack,chess.com
1014,Ruy-Lopez-Opening-Cozio-Defense-4.Nc3-Ng6-5.d4,Ruy Lopez Opening Cozio Defense,chess.com
1015,Queens-Gambit-Declined-Three-Knights-Variation-4...a6-5.cxd5-exd5-6.Bf4,Queens Gambit Declined Three Knights Variation,chess.com
1016,Nimzo-Indian-Defense-Reshevsky-Variation...6.a3-Bf8-7.Ng3-d5-8.Be2,Nimzo Indian Defense Reshevsky Variation...,chess.com
1017,Queens-Pawn-Opening-English-Defense-3.a3-Bb7-4.Nc3-Nf6,Queens Pawn Opening English Defense,chess.com
1018,Queens-Gambit-Declined-Three-Knights-Variation...9.b3-Nbd7-10.Bb2-a6,Queens Gambit Declined Three Knights Variation...,chess.com
1019,Kings-Indian-Defense-Orthodox-Positional-Defense-8.Be3,Kings Indian Defense Orthodox Positional Defense,chess.com
1020,Nimzowitsch-Larsen-Attack-Modern-Variation-2.Bb2-d6-3.g3,Nimzowitsch Larsen Attack Modern Variation,chess.com
1021,Owens-Defense-2.d4-Bb7-3.Bd3-e6-4.Nf3,Owens Defense,chess.com
1022,English-Opening-Neo-Catalan-Defense-Declined-5.O-O-O-O-6.d3,English Opening Neo Catalan Defense Declined,chess.com
1023,Philidor-Defense-Exchange-Variation...7.Qd2-Nc6-8.O-O-O-Nxd4-9.Qxd4,Philidor Defense Exchange Variation...,chess.com
1024,Nimzowitsch-Larsen-Attack-Modern-Variation-2.Bb2-d6-3.e3-Nf6,Nimzowitsch Larsen Attack Modern Variation,chess.com
1025,Queens-Pawn-Opening-English-Rat-Defense...4.Qxd4-Nc6-5.Qd2-g6-6.b3,Queens Pawn Opening English Rat Defense...,chess.com
1026,Pirc-Defense-2.g3-Nf6-3.Bg2,Pirc Defense,chess.com
1027,Nimzo-Indian-Defense-St-Petersburg-Variation...7.O-O-Bxc3-8.bxc3-d6,Nimzo Indian Defense St Petersburg Variation...,chess.com
1028,Ruy-Lopez-Opening-Morphy-Defense-Anti-Marshall-Variation-8...b4-9.a5,Ruy Lopez Opening Morphy Defense Anti Marshall Variation,chess.com
1029,Caro-Kann-Defense-Advance-Tal-Variation-4...h6-5.g4-Bd7-6.h5,Caro Kann Defense Advance Tal Variation,chess.com
1030,Kings-Indian-Attack-French-Variation...6.Nbd2-Be7-7.e4-O-O-8.Re1,Kings Indian Attack French Variation...,chess.com
1031,Queens-Pawn-Opening-Pseudo-Catalan-Variation...4.Bg2-Bg7-5.O-O-O-O,Queens Pawn Opening Pseudo Catalan Variation...,chess.com
1032,Slav-Defense-Modern-Alapin-Variation-Steiner-Variation-6.Ne5-Bh5-7.Nxc4-e6,Slav Defense Modern Alapin Variation Steiner Variation,chess.com
1033,Indian-Game-2.Bf4-g6-3.Nc3-d5-4.Qd2,Indian Game,chess.com
1034,Sicilian-Defense-Open-Dragon-Old-Line...13.Kb1-Nc4-14.Bxc4-Rxc4,Sicilian Defense Open Dragon Old Line...,chess.com
1035,Scandinavian-Defense-2.e5,Scandinavian Defense,chess.com
1036,Kings-Indian-Defense-Fianchetto-Yugoslav-Panno-System-6...c6,Kings Indian Defense Fianchetto Yugoslav Panno System,chess.com
1037,French-Defense-Knight-Variation-Wing-Gambit,French Defense Knight Variation Wing Gambit,chess.com
1038,Kings-Indian-Defense-Four-Pawns-Dynamic-Line-7...e6-8.dxe6-fxe6,Kings Indian Defense Four Pawns Dynamic Line,chess.com
1039,Kings-Indian-Defense-Semi-Averbakh-System-6...e5-7.d5-Na6,Kings Indian Defense Semi Averbakh System,chess.com
1040,Kings-Indian-Defense-Normal-Variation-4.e4-O-O-5.Bd3-d6,Kings Indian Defense Normal Variation,chess.com
1041,Pirc-Defense-Classical-Variation-4...Bg7-5.Be3-O-O,Pirc Defense Classical Variation,chess.com
1042,Three-Knights-Opening-Steinitz-Defense...5.Nxd4-Bg7-6.Be3-Nf6,Three Knights Opening Steinitz Defense...,chess.com
1043,Sicilian-Defense-Four-Knights-Variation-6.a3-Be7,Sicilian Defense Four Knights Variation,chess.com
1044,Kings-Indian-Defense-Orthodox-Glek-Defense-8.Be3-Ng4-9.Bg5-f6-10.Bc1,Kings Indian Defense Orthodox Glek Defense,chess.com
1045,Sicilian-Defense...6.Ngf3-Be7-7.O-O-O-O,Sicilian Defense...,chess.com
1046,Four-Knights-Game-Scotch-Variation-Accepted-5.Nxd4-Bc5-6.Nxc6-bxc6-7.Bd3,Four Knights Game Scotch Variation Accepted,chess.com
1047,English-Opening-Anglo-Indian-Kings-Indian-Defense...6.Be2-Nc6-7.O-O-d5-8.cxd5,English Opening Anglo Indian Kings Indian Defense...,chess.com
1048,English-Opening-Great-Snake-Variation-2.g3-Bg7-3.Bg2-d6-4.d4,English Opening Great Snake Variation,chess.com
1049,Queens-Gambit-Declined-Three-Knights-Variation-4...Be7,Queens Gambit Declined Three Knights Variation,chess.com
1050,Sicilian-Defense-Bowdler-Attack-2...e6-3.Nc3-a6,Sicilian Defense Bowdler Attack,chess.com
1051,French-Defense-Winawer-Winckelmann-Riemer-Gambit-4...Bxc3-5.bxc3-dxe4-6.f3,French Defense Winawer Winckelmann Riemer Gambit,chess.com
1052,English-Opening-Neo-Catalan-Bogoljubov-Defense,English Opening Neo Catalan Bogoljubov Defense,chess.com
1053,Slav-Defense-Modern-Line-3...Nf6-4.g3-Bf5,Slav Defense Modern Line,chess.com
1054,Grunfeld-Defense-Petrosian-System...6.Bf4-Nxc3-7.bxc3-dxc4,Grunfeld Defense Petrosian System...,chess.com
1055,Sicilian-Defense-Open-Najdorf-Variation...7.Qf3-Nbd7-8.O-O-O-Qc7,Sicilian Defense Open Najdorf Variation...,chess.com
1056,English-Opening-Anglo-Indian-Kings-Indian-Defense...8.d3-Nbd7-9.Nbd2-Re8,English Opening Anglo Indian Kings Indian Defense...,chess.com
1057,Reti-Opening-Nimzowitsch-Larsen-Attack...3.Bb2-e6-4.e3-Nf6,Reti Opening Nimzowitsch Larsen Attack...,chess.com
1058,Semi-Slav-Defense-Main-Line-Normal-Variation,Semi Slav Defense Main Line Normal Variation,chess.com
1059,English-Opening-Anglo-Indian-Queens-Knight-Variation...5.d4-c6-6.e4-d6-7.Nf3,English Opening Anglo Indian Queens Knight Variation...,chess.com
1060,English-Opening-Agincourt-Defense...3.e3-Nf6-4.Nf3-Be7,English Opening Agincourt Defense...,chess.com
1061,Trompowsky-Attack-Raptor-Variation-3...c5-4.d5,Trompowsky Attack Raptor Variation,chess.com
1062,Mieses-Opening-1...d5,Mieses Opening,chess.com
1063,Catalan-Opening-Closed-4...dxc4-5.Nf3-Nbd7-6.O-O,Catalan Opening Closed,chess.com
1064,French-Defense-Tarrasch-Variation,French Defense Tarrasch Variation,chess.com
